0.01	0.06
0.01	-0.05
0.01	-0.10
0.01	0.20
0.01	0.80
0.01	0.47
0.01	0.10
0.01	-0.02
0.01	0.01
0.01	0.01
0.01	0.01
0.01	0.01
0.01	0.01
0.01	0.01
0.01	0.01
0.01	0.01
0.01	0.03
0.01	0.01
0.01	0.01
0.01	0.01
0.01	0.01
0.01	0.01
0.01	0.01
0.01	0.01
0.01	-0.02
0.01	0.01
0.01	0.01
0.01	0.01
0.01	0.01
0.01	0.01
0.01	0.01
0.01	0.01
0.01	0.01
0.01	0.02
0.00	0.01
0.01	0.01
0.00	0.01
0.01	0.01
0.01	0.01
0.01	0.01
0.01	0.01
0.01	0.00
0.01	0.01
0.01	0.01
0.01	0.01
0.01	0.01
0.01	0.01
0.01	0.01
0.01	0.01
0.01	0.09
0.01	0.02
0.01	0.01
0.01	0.01
0.01	0.01
0.01	0.01
0.01	0.01
0.01	0.01
0.01	-0.05
0.01	0.01
0.01	0.01
0.01	0.01
0.01	0.01
0.01	0.01
0.01	0.01
0.00	0.01
0.01	0.01
0.01	0.05
0.01	0.02
0.01	0.01
0.01	0.01
0.01	0.01
0.01	0.01
0.01	0.01
0.01	0.01
0.01	-0.02
0.01	0.01
0.01	0.01
0.01	0.01
0.01	0.01
0.01	0.01
0.01	0.01
0.01	0.01
0.01	0.01
0.01	0.03
0.01	0.02
0.01	0.01
0.01	0.01
0.01	0.01
0.01	0.02
0.01	0.01
0.01	0.01
0.01	-0.01
0.01	0.01
0.01	0.02
0.01	0.01
0.01	0.01
0.01	0.01
0.01	0.01
0.01	0.02
0.01	-0.04
0.01	0.02
0.02	0.02
0.02	0.02
0.03	0.02
0.04	0.02
0.04	0.02
0.05	0.02
0.05	0.03
0.06	0.02
0.07	0.03
0.07	0.03
0.08	0.03
0.08	0.03
0.09	0.03
0.09	0.03
0.10	0.03
0.10	0.09
0.11	0.03
0.11	0.03
0.12	0.03
0.13	0.03
0.13	0.03
0.14	0.03
0.14	0.06
0.15	0.11
0.15	0.08
0.16	0.04
0.16	0.03
0.17	0.03
0.17	0.03
0.18	0.03
0.18	0.03
0.19	0.03
0.20	0.07
0.20	0.04
0.21	0.04
0.21	0.04
0.22	0.04
0.22	0.04
0.23	0.04
0.23	0.04
0.24	0.01
0.24	0.04
0.25	0.04
0.26	-0.03
0.26	0.11
0.27	0.06
0.27	0.07
0.28	-0.01
0.28	0.04
0.29	0.08
0.29	0.07
0.30	0.08
0.31	0.08
0.31	0.09
0.32	0.09
0.32	0.10
0.33	0.11
0.33	0.09
0.34	0.12
0.34	0.13
0.35	0.13
0.35	0.15
0.36	0.15
0.36	0.16
0.37	0.17
0.38	0.18
0.38	0.20
0.39	0.20
0.39	0.21
0.40	0.22
0.40	0.22
0.41	0.22
0.41	0.22
0.42	0.22
0.42	0.20
0.43	0.20
0.44	0.19
0.44	0.17
0.45	0.16
0.45	0.14
0.46	0.13
0.46	0.12
0.47	0.17
0.47	0.10
0.48	0.09
0.49	0.08
0.49	0.08
0.49	0.07
0.50	0.06
0.50	0.06
0.51	0.00
0.52	0.05
0.52	0.05
0.53	0.05
0.53	0.05
0.54	0.05
0.54	0.05
0.55	0.05
0.55	0.05
0.56	0.08
0.57	0.05
0.57	0.05
0.58	0.05
0.58	0.05
0.59	0.05
0.59	0.04
0.60	0.05
0.60	0.01
0.61	0.05
0.62	0.05
0.62	0.05
0.63	0.05
0.63	0.05
0.64	0.05
0.64	0.05
0.65	0.05
0.65	0.07
0.66	0.07
0.66	0.07
0.67	0.08
0.67	0.09
0.68	0.10
0.68	0.11
0.69	0.12
0.69	0.12
0.70	0.15
0.71	0.17
0.71	0.19
0.72	0.21
0.72	0.23
0.73	0.25
0.73	0.28
0.74	0.43
0.75	0.35
0.75	0.37
0.76	0.40
0.76	0.44
0.77	0.48
0.77	0.51
0.78	0.56
0.78	0.60
0.79	0.64
0.80	0.69
0.80	0.74
0.81	0.79
0.81	0.85
0.82	0.91
0.82	0.96
0.83	1.02
0.83	1.15
0.84	1.15
0.84	1.21
0.85	1.27
0.85	1.33
0.86	1.39
0.86	1.44
0.87	1.48
0.88	1.44
0.88	1.54
0.89	1.56
0.89	1.55
0.90	1.53
0.90	1.49
0.91	1.44
0.91	1.36
0.92	1.28
0.92	1.22
0.93	1.09
0.94	0.99
0.94	0.90
0.95	0.81
0.95	0.74
0.96	0.67
0.96	0.61
0.97	0.51
0.97	0.50
0.98	0.45
0.98	0.40
0.99	0.36
0.99	0.32
1.00	0.28
1.00	0.25
1.01	0.23
1.02	0.23
1.02	0.19
1.03	0.17
1.03	0.16
1.04	0.15
1.04	0.13
1.05	0.12
1.05	0.12
1.06	0.09
1.07	0.10
1.07	0.10
1.08	0.09
1.08	0.09
1.09	0.09
1.09	0.09
1.10	0.09
1.10	0.09
1.11	0.10
1.11	0.09
1.12	0.10
1.13	0.10
1.13	0.11
1.14	0.12
1.14	0.14
1.15	0.16
1.15	0.17
1.16	0.21
1.16	0.24
1.17	0.27
1.17	0.31
1.18	0.35
1.19	0.39
1.19	0.43
1.20	0.54
1.20	0.53
1.21	0.58
1.21	0.65
1.22	0.71
1.22	0.78
1.23	0.85
1.23	0.93
1.24	0.94
1.25	1.09
1.25	1.19
1.26	1.27
1.26	1.35
1.27	1.55
1.27	1.52
1.28	1.71
1.28	1.87
1.29	1.82
1.29	9.19
1.30	3.12
1.30	2.26
1.31	2.77
1.31	2.70
1.32	2.65
1.33	2.77
1.33	2.84
1.34	3.00
1.34	3.11
1.35	3.22
1.35	3.31
1.36	3.39
1.36	3.44
1.37	3.47
1.38	3.47
1.38	3.47
1.39	3.40
1.39	3.32
1.40	3.21
1.40	3.07
1.41	2.90
1.41	2.76
1.42	2.59
1.43	2.41
1.43	2.26
1.44	2.11
1.44	1.96
1.45	1.83
1.45	1.69
1.46	1.56
1.46	1.42
1.47	1.42
1.47	1.18
1.48	1.05
1.48	0.94
1.49	0.84
1.49	0.75
1.50	0.67
1.51	0.61
1.51	0.43
1.52	0.49
1.52	0.45
1.53	0.40
1.53	0.36
1.54	0.33
1.54	0.30
1.55	0.27
1.56	0.25
1.56	0.29
1.57	0.22
1.57	0.20
1.58	0.19
1.58	0.18
1.59	0.18
1.59	0.17
1.60	0.17
1.60	0.12
1.61	0.18
1.61	0.19
1.62	0.21
1.62	0.23
1.63	0.26
1.63	0.30
1.64	0.33
1.65	0.37
1.65	0.45
1.66	0.47
1.66	0.52
1.67	0.58
1.68	0.64
1.68	0.72
1.68	0.79
1.69	0.87
1.70	0.93
1.70	1.05
1.71	1.16
1.71	1.27
1.72	1.38
1.72	1.50
1.73	1.62
1.73	1.75
1.74	1.88
1.75	2.04
1.75	2.18
1.76	2.33
1.76	2.49
1.77	2.66
1.77	2.83
1.78	3.00
1.78	3.18
1.79	3.35
1.79	3.54
1.80	3.73
1.80	3.92
1.81	4.11
1.82	4.30
1.82	4.48
1.82	4.66
1.83	4.93
1.84	4.98
1.84	5.12
1.85	5.23
1.85	5.32
1.86	5.39
1.87	5.42
1.87	5.42
1.87	5.27
1.88	5.32
1.89	5.23
1.89	5.12
1.90	4.98
1.90	4.83
1.91	4.66
1.91	4.49
1.92	4.32
1.92	4.18
1.93	3.95
1.93	3.75
1.94	3.57
1.94	3.36
1.95	3.15
1.96	2.93
1.96	2.72
1.96	2.46
1.97	2.31
1.98	2.13
1.98	1.96
1.99	1.81
1.99	1.67
2.00	1.55
2.00	1.43
2.01	1.31
2.02	1.22
2.02	1.10
2.03	1.00
2.03	0.92
2.04	0.84
2.04	0.77
2.05	0.71
2.05	0.66
2.06	0.60
2.06	0.58
2.07	0.54
2.08	0.52
2.08	0.49
2.09	0.47
2.09	0.46
2.10	0.45
2.10	0.45
2.11	0.47
2.11	0.47
2.12	0.49
2.12	0.52
2.13	0.55
2.13	0.59
2.14	0.63
2.14	0.68
2.15	0.72
2.16	0.80
2.16	0.86
2.17	0.94
2.17	1.03
2.18	1.13
2.18	1.24
2.19	1.35
2.19	1.55
2.20	1.61
2.21	1.74
2.21	1.88
2.22	2.02
2.22	2.18
2.23	2.34
2.23	2.51
2.24	2.60
2.24	2.87
2.25	3.07
2.25	3.28
2.26	3.49
2.26	3.70
2.27	3.92
2.28	4.14
2.28	4.37
2.29	4.64
2.29	4.84
2.30	5.07
2.30	5.30
2.31	5.53
2.31	5.75
2.32	5.96
2.32	6.17
2.33	6.31
2.33	6.51
2.34	6.66
2.35	6.78
2.35	6.88
2.36	6.95
2.36	7.00
2.37	7.02
2.37	7.02
2.38	7.01
2.39	6.95
2.39	6.88
2.40	6.79
2.40	6.69
2.41	6.57
2.41	6.42
2.41	6.27
2.42	6.07
2.43	5.89
2.43	5.68
2.44	5.46
2.44	5.22
2.45	4.98
2.46	4.74
2.46	4.50
2.46	4.28
2.47	4.06
2.48	3.85
2.48	3.65
2.49	3.46
2.49	3.27
2.50	3.08
2.50	2.89
2.51	2.71
2.51	2.53
2.52	2.37
2.53	2.22
2.53	2.09
2.54	1.96
2.54	1.86
2.55	1.76
2.55	1.66
2.56	1.66
2.56	1.50
2.57	1.42
2.57	1.35
2.58	1.29
2.58	1.23
2.59	1.19
2.59	1.16
2.60	1.06
2.61	1.12
2.61	1.12
2.62	1.12
2.62	1.13
2.63	1.14
2.63	1.15
2.64	1.18
2.64	1.22
2.65	1.31
2.65	1.33
2.66	1.40
2.66	1.48
2.67	1.58
2.67	1.67
2.68	1.78
2.69	1.90
2.69	1.98
2.70	2.15
2.70	2.29
2.71	2.44
2.71	2.60
2.72	2.77
2.73	2.96
2.73	3.15
2.73	3.35
2.74	3.58
2.74	3.79
2.75	4.01
2.76	4.24
2.76	4.48
2.77	4.72
2.77	4.96
2.78	5.21
2.78	5.45
2.79	5.72
2.79	5.98
2.80	6.23
2.81	6.48
2.81	6.72
2.82	6.96
2.82	7.18
2.83	7.38
2.83	7.59
2.84	7.76
2.84	7.93
2.85	8.07
2.85	8.19
2.86	8.30
2.87	8.38
2.87	8.45
2.88	8.48
2.88	8.51
2.89	8.51
2.89	8.49
2.90	8.45
2.90	8.39
2.91	8.30
2.91	8.19
2.92	8.15
2.92	7.93
2.93	7.76
2.93	7.58
2.94	7.39
2.95	7.20
2.95	7.00
2.96	6.79
2.96	6.50
2.97	6.37
2.97	6.17
2.98	5.96
2.98	5.74
2.99	5.52
3.00	5.30
3.00	5.09
3.01	4.88
3.01	4.71
3.02	4.49
3.02	4.31
3.03	4.14
3.03	3.99
3.04	3.83
3.05	3.69
3.05	3.54
3.05	3.36
3.06	3.26
3.06	3.14
3.07	3.02
3.08	2.92
3.08	2.82
3.09	2.74
3.09	2.67
3.10	2.61
3.10	2.57
3.11	2.51
3.11	2.46
3.12	2.42
3.12	2.40
3.13	2.38
3.13	2.38
3.14	2.38
3.14	2.39
3.15	2.43
3.16	2.48
3.16	2.53
3.17	2.60
3.17	2.67
3.18	2.75
3.18	2.84
3.19	2.87
3.18	2.87
3.18	2.85
3.18	2.84
3.18	2.83
3.18	2.82
3.18	2.80
3.18	2.79
3.18	2.78
3.18	2.85
3.19	2.88
3.18	2.88
3.19	2.87
3.18	2.88
3.19	2.88
3.19	2.88
3.18	2.88
3.18	2.94
3.18	2.87
3.18	2.86
3.18	2.85
3.18	2.83
3.18	2.83
3.18	2.81
3.18	2.81
3.18	2.73
3.19	2.89
3.19	2.95
3.19	2.96
3.19	2.96
3.19	2.92
3.19	2.95
3.19	2.98
3.19	3.00
3.19	2.99
3.19	2.79
3.19	2.81
3.18	2.89
3.18	2.89
3.18	2.88
3.18	2.87
3.18	2.85
3.19	2.84
3.19	2.94
3.19	2.94
3.19	2.93
3.19	2.93
3.19	2.93
3.19	2.93
3.19	2.93
3.19	2.93
3.19	2.95
3.19	2.92
3.19	2.91
3.19	2.90
3.18	2.89
3.18	2.88
3.18	2.87
3.18	2.85
3.19	2.89
3.19	2.94
3.19	2.93
