0.01	0.02
0.01	0.01
0.01	0.01
0.01	0.02
0.01	0.02
0.01	0.01
0.01	0.02
0.01	0.02
0.01	0.02
0.01	0.03
0.01	0.04
0.01	0.03
0.01	0.03
0.01	0.02
0.01	0.03
0.01	0.03
0.01	0.03
0.01	0.03
0.01	0.02
0.01	0.03
0.01	0.03
0.01	0.03
0.01	0.03
0.01	0.03
0.01	0.03
0.01	0.03
0.01	0.08
0.01	0.03
0.01	0.03
0.01	0.03
0.01	0.03
0.01	0.03
0.01	0.03
0.01	0.03
0.01	-0.01
0.01	0.03
0.01	0.03
0.01	0.03
0.00	0.03
0.01	0.03
0.01	0.04
0.01	0.03
0.01	0.03
0.01	0.06
0.01	0.04
0.01	-0.10
0.01	0.01
0.02	0.04
0.02	0.05
0.03	0.05
0.03	0.05
0.04	0.03
0.05	0.05
0.05	0.05
0.06	0.05
0.06	0.05
0.07	0.05
0.07	0.06
0.08	0.05
0.08	0.05
0.09	0.07
0.10	0.06
0.10	0.05
0.11	0.06
0.11	0.06
0.12	0.06
0.12	0.05
0.13	0.05
0.14	0.05
0.14	0.06
0.15	0.06
0.15	0.06
0.16	0.06
0.16	0.07
0.17	0.06
0.17	0.06
0.18	0.12
0.18	0.07
0.19	0.07
0.19	0.07
0.20	0.07
0.20	0.07
0.21	0.07
0.21	0.07
0.22	-0.01
0.23	0.07
0.23	0.07
0.24	0.07
0.24	0.08
0.25	0.07
0.25	0.08
0.26	0.07
0.27	0.08
0.27	0.11
0.28	0.09
0.28	0.09
0.29	0.09
0.29	0.09
0.30	0.09
0.31	0.09
0.31	0.09
0.31	0.07
0.32	0.09
0.33	0.10
0.33	0.10
0.34	0.08
0.34	0.10
0.35	0.08
0.35	0.12
0.36	0.11
0.36	0.12
0.37	0.11
0.38	0.11
0.38	0.11
0.39	0.11
0.39	0.10
0.40	0.11
0.40	0.10
0.41	0.09
0.41	0.10
0.42	0.11
0.42	0.10
0.43	0.10
0.44	0.10
0.44	0.10
0.45	0.10
0.45	0.17
0.46	0.11
0.46	0.10
0.47	0.10
0.47	0.10
0.48	0.10
0.48	0.10
0.49	0.10
0.49	0.03
0.50	0.09
0.50	0.09
0.51	0.09
0.52	0.10
0.52	0.10
0.53	0.10
0.53	0.11
0.54	0.09
0.54	0.13
0.55	0.10
0.56	0.10
0.56	0.10
0.57	0.11
0.57	0.11
0.58	0.11
0.58	0.11
0.59	0.08
0.59	0.11
0.60	0.12
0.60	0.12
0.61	0.12
0.61	0.12
0.62	0.13
0.63	0.13
0.63	0.13
0.64	0.15
0.64	0.14
0.65	0.15
0.65	0.15
0.66	0.15
0.66	0.16
0.67	0.16
0.68	0.17
0.68	0.16
0.69	0.17
0.69	0.19
0.70	0.20
0.70	0.20
0.71	0.20
0.71	0.21
0.72	0.22
0.72	0.32
0.73	0.24
0.74	0.24
0.74	0.24
0.75	0.25
0.75	0.26
0.76	0.26
0.76	0.27
0.77	0.20
0.78	0.27
0.78	0.28
0.79	0.28
0.79	0.18
0.80	0.28
0.80	0.27
0.81	0.27
0.81	0.26
0.82	0.30
0.82	0.26
0.83	0.25
0.83	0.24
0.84	0.23
0.84	0.24
0.85	0.25
0.86	0.23
0.86	0.16
0.87	0.20
0.87	0.20
0.88	0.19
0.88	0.19
0.89	0.18
0.89	0.18
0.90	0.17
0.91	0.17
0.91	0.18
0.92	0.17
0.92	0.16
0.93	0.15
0.93	0.15
0.94	0.15
0.94	0.14
0.95	0.14
0.95	0.12
0.96	0.14
0.97	0.14
0.97	0.14
0.97	0.14
0.98	0.14
0.99	0.14
0.99	0.14
1.00	0.14
1.00	0.15
1.01	0.14
1.01	0.15
1.02	0.15
1.02	0.16
1.03	0.16
1.04	0.16
1.04	0.17
1.05	0.16
1.05	0.18
1.06	0.19
1.06	0.19
1.07	0.20
1.07	0.21
1.08	0.22
1.09	0.23
1.09	0.29
1.10	0.25
1.10	0.26
1.11	0.27
1.11	0.28
1.12	0.29
1.12	0.30
1.13	0.32
1.13	0.27
1.14	0.34
1.14	0.35
1.15	0.37
1.15	0.39
1.16	0.40
1.17	0.41
1.17	0.43
1.18	0.45
1.18	0.47
1.19	0.47
1.19	0.49
1.20	0.51
1.21	0.53
1.21	0.54
1.22	0.55
1.22	0.57
1.23	0.55
1.23	0.58
1.24	0.59
1.24	0.60
1.25	0.60
1.25	0.59
1.26	0.58
1.26	0.57
1.27	0.56
1.27	0.55
1.28	0.52
1.29	0.50
1.29	0.47
1.30	0.45
1.30	0.42
1.31	0.39
1.31	0.37
1.32	0.33
1.33	0.32
1.33	0.31
1.34	0.29
1.34	0.27
1.35	0.25
1.35	0.25
1.36	0.23
1.36	0.28
1.37	0.21
1.37	0.19
1.38	0.18
1.39	0.18
1.39	0.17
1.40	0.16
1.40	0.16
1.41	0.09
1.41	0.14
1.42	0.15
1.42	0.14
1.43	0.14
1.43	0.14
1.44	0.16
1.45	0.06
1.45	0.22
1.46	0.18
1.46	0.15
1.47	0.15
1.47	0.16
1.48	0.16
1.48	0.17
1.49	0.18
1.49	0.18
1.50	0.16
1.50	0.20
1.51	0.21
1.51	0.23
1.52	0.24
1.53	0.25
1.53	0.27
1.54	0.29
1.54	0.30
1.55	0.33
1.55	0.33
1.56	0.35
1.56	0.37
1.57	0.39
1.58	0.41
1.58	0.43
1.59	0.45
1.59	0.45
1.60	0.49
1.60	0.51
1.61	0.53
1.61	0.58
1.62	0.82
1.62	0.71
1.63	0.61
1.63	0.80
1.64	0.59
1.65	0.69
1.65	0.73
1.66	0.69
1.66	0.79
1.67	0.79
1.67	0.76
1.68	0.78
1.68	0.89
1.69	0.92
1.70	0.94
1.70	0.96
1.70	0.97
1.71	0.98
1.72	0.99
1.72	0.99
1.73	1.02
1.73	0.98
