3.18	10.24
3.18	10.24
3.18	10.24
3.18	10.24
3.18	10.24
0.01	-0.11
0.01	-0.10
0.01	-0.08
0.01	-0.07
0.01	-0.06
0.01	-0.05
0.01	-0.05
0.01	-0.03
0.01	-0.04
0.01	-0.04
0.01	-0.04
0.01	-0.04
0.01	-0.04
0.01	-0.04
0.01	-0.03
0.01	-0.05
0.01	-0.03
0.01	-0.03
0.01	-0.02
0.01	-0.02
0.01	-0.01
0.01	-0.03
0.01	-0.03
0.01	-0.03
0.01	-0.01
0.01	-0.02
0.01	-0.02
0.01	-0.02
0.01	-0.02
0.01	-0.02
0.01	-0.02
0.01	-0.02
0.01	-0.03
0.01	-0.02
0.00	-0.01
0.01	-0.02
0.01	-0.01
0.01	-0.02
0.01	-0.02
0.01	-0.01
0.01	0.06
0.01	-0.01
0.01	-0.02
0.01	-0.02
0.01	-0.02
0.01	-0.02
0.01	-0.02
0.01	-0.01
0.01	-0.06
0.01	-0.02
0.01	-0.01
0.01	0.00
0.01	0.00
0.01	-0.01
0.01	-0.01
0.01	-0.01
0.01	-0.01
0.01	0.02
0.01	-0.01
0.01	-0.01
0.01	-0.01
0.01	-0.01
0.01	-0.01
0.01	-0.01
0.01	0.03
0.01	-0.03
0.01	-0.10
0.01	-0.02
0.02	0.00
0.02	0.00
0.03	0.00
0.03	0.00
0.04	0.01
0.05	0.00
0.05	0.03
0.06	0.01
0.06	0.00
0.07	0.00
0.08	0.01
0.08	0.01
0.09	0.02
0.09	0.01
0.10	-0.01
0.11	0.01
0.11	0.01
0.12	0.01
0.12	0.01
0.13	0.01
0.13	0.01
0.14	0.01
0.14	0.02
0.15	0.02
0.16	0.01
0.16	0.01
0.17	0.01
0.17	0.01
0.18	0.01
0.18	0.01
0.19	0.01
0.20	0.00
0.20	-0.06
0.21	0.01
0.21	0.01
0.22	0.01
0.22	0.01
0.23	0.01
0.23	0.01
0.24	0.07
0.24	0.02
0.25	0.02
0.26	0.01
0.26	0.01
0.27	0.01
0.27	0.01
0.28	0.01
0.28	-0.04
0.29	0.01
0.30	0.01
0.30	0.01
0.31	0.01
0.31	0.01
0.32	0.02
0.32	0.02
0.33	0.02
0.33	0.05
0.34	0.02
0.34	0.02
0.35	0.02
0.36	0.02
0.36	0.02
0.37	0.02
0.37	0.02
0.38	-0.01
0.39	0.02
0.39	0.03
0.40	0.03
0.40	0.04
0.41	0.04
0.41	0.05
0.42	0.06
0.42	0.06
0.43	0.09
0.44	0.08
0.44	0.09
0.45	0.11
0.45	0.12
0.46	0.14
0.46	0.16
0.47	0.18
0.47	0.17
0.48	0.22
0.49	0.25
0.49	0.27
0.49	0.30
0.50	0.33
0.51	0.36
0.51	0.39
0.52	0.42
0.52	0.45
0.53	0.46
0.53	0.47
0.54	0.46
0.54	0.45
0.55	0.43
0.56	0.40
0.56	0.36
0.57	0.31
0.57	0.28
0.58	0.24
0.59	0.21
0.59	0.18
0.59	0.16
0.60	0.14
0.61	0.12
0.61	0.17
0.62	0.09
0.62	0.07
0.63	0.07
0.63	0.06
0.64	0.06
0.65	0.06
0.65	0.06
0.66	0.01
0.66	0.07
0.67	0.08
0.67	0.09
0.68	0.10
0.68	0.11
0.69	0.12
0.69	0.13
0.70	0.14
0.71	0.18
0.71	0.16
0.72	0.09
0.72	0.20
0.73	0.21
0.73	0.23
0.74	0.25
0.74	0.28
